frame,kinetic_energy,potential_energy,total_energy
121,4633.17626953125,1225.286361694336,5858.462631225586
122,4608.8125,1182.4559982299807,5791.268498229981
123,4580.6865234375,1142.6020019531252,5723.288525390625
124,4551.12744140625,1105.6380905151368,5656.765531921386
125,4524.2548828125,1071.4728973388674,5595.727780151367
126,4495.36083984375,1039.9479888916017,5535.308828735351
127,4460.61474609375,1010.9799987792969,5471.594744873047
128,4432.2373046875,984.4513916015626,5416.688696289062
129,4399.4521484375,960.2346130371094,5359.68676147461
130,4359.82177734375,938.1872299194337,5298.009007263184
131,4320.2783203125,918.1760803222656,5238.454400634766
132,4282.3857421875,900.0742828369141,5182.460025024414
133,4239.59716796875,883.7821716308595,5123.379339599609
134,4198.50244140625,869.1923049926759,5067.694746398925
135,4159.93017578125,856.2123443603516,5016.142520141601
136,4129.73046875,844.7398574829102,4974.47032623291
137,4093.10205078125,834.6653839111328,4927.767434692383
138,4065.824462890625,825.8910522460939,4891.715515136719
139,4041.81005859375,818.2858688354493,4860.095927429199
140,4007.639892578125,811.7493453979492,4819.389237976075
141,3975.127197265625,806.1981903076172,4781.325387573243
142,3941.57080078125,801.5527008056641,4743.123501586914
143,3913.944091796875,797.7367630004884,4711.680854797363
144,3873.330322265625,794.6252899169923,4667.955612182617
145,3839.884765625,792.1314010620118,4632.016166687012
146,3813.777099609375,790.1978240966797,4603.974923706055
147,3795.83349609375,788.7951004028321,4584.628596496582
148,3760.002197265625,787.8795654296875,4547.881762695312
149,3717.6494140625,787.4296859741212,4505.079100036621
