frame,kinetic_energy,potential_energy,total_energy
125,1710.73779296875,1262.1207000732422,2972.858493041992
126,1641.921630859375,1226.242495727539,2868.164126586914
127,1581.14404296875,1191.8820831298829,2773.0261260986326
128,1527.1669921875,1158.9199829101562,2686.0869750976562
129,1479.87548828125,1127.2726791381838,2607.148167419434
130,1439.052490234375,1096.8641326904299,2535.916622924805
131,1404.7630615234375,1067.5997619628906,2472.362823486328
132,1376.5831298828125,1039.4153411865236,2415.998471069336
133,1353.1446533203125,1012.258009338379,2365.4026626586915
134,1334.2205810546875,986.0749801635743,2320.295561218262
135,1318.3585205078125,960.815560913086,2279.1740814208983
136,1302.9464111328125,936.447152709961,2239.3935638427733
137,1283.77294921875,912.9798492431642,2196.752798461914
138,1256.23828125,890.5038208007813,2146.7421020507813
139,1224.56591796875,869.1979125976563,2093.7638305664063
140,1196.4189453125,849.0894897460938,2045.508435058594
141,1173.8671875,829.9955200195313,2003.8627075195313
142,1155.7249755859375,811.6872131347657,1967.4121887207032
143,1140.507080078125,794.0072570800781,1934.514337158203
144,1125.789794921875,776.9051086425782,1902.6949035644532
145,1110.9971923828125,760.434750366211,1871.4319427490236
146,1095.6683349609375,744.6533050537109,1840.3216400146484
147,1079.596923828125,729.5413330078126,1809.1382568359377
148,1062.9886474609375,715.0665344238282,1778.0551818847657
149,1045.859619140625,701.1779922485352,1747.0376113891602
