frame,kinetic_energy,potential_energy,total_energy
121,1982.91259765625,1427.9453552246096,3410.8579528808596
122,1871.77685546875,1385.4729064941407,3257.2497619628907
123,1770.0211181640625,1345.1020385742188,3115.123156738281
124,1676.064453125,1306.6951782226563,2982.759631347656
125,1588.8038330078125,1270.1292572021484,2858.933090209961
126,1508.84033203125,1235.2747772216799,2744.11510925293
127,1434.87451171875,1201.9989501953125,2636.8734619140623
128,1365.692626953125,1170.1986709594728,2535.891297912598
129,1301.055908203125,1139.7924423217773,2440.8483505249023
130,1240.6640625,1110.6972717285157,2351.3613342285157
131,1184.1739501953125,1082.8256805419924,2266.999630737305
132,1130.975830078125,1056.106265258789,2187.082095336914
133,1080.8316650390625,1030.4785385131836,2111.310203552246
134,1034.02978515625,1005.877751159668,2039.9075363159182
135,989.9898071289062,982.2378082275392,1972.2276153564453
136,948.6217041015625,959.512353515625,1908.1340576171874
137,909.1155395507812,937.6551055908204,1846.7706451416016
138,870.9630737304688,916.6274841308594,1787.5905578613283
139,834.8109741210938,896.3952453613282,1731.206219482422
140,800.2269897460938,876.9148742675782,1677.141864013672
141,767.3060302734375,858.155192565918,1625.4612228393555
142,736.0265502929688,840.0904052734376,1576.1169555664064
143,706.214599609375,822.6953155517579,1528.9099151611329
144,677.4281005859375,805.9650634765626,1483.3931640625
145,650.23828125,789.8851440429688,1440.123425292969
146,624.8773193359375,774.4151077270508,1399.2924270629883
147,601.0994873046875,759.5131591796876,1360.612646484375
148,578.6849975585938,745.1355590820312,1323.820556640625
149,557.3639526367188,731.2462692260742,1288.610221862793
